,user_name,text,lowercase,unwanted_spaces,urls,html_encodings,usernames,pne,three_characters,stopwords,tokenize,lemmatize,duplicate,clean_text
72,Geoffrey P. Johnston🇺🇦🇨🇦,@finn_harvor Nothing in your timeline that resembles an acknowledgement of the impending mass civilian death that will inevitable result of Russian sieges of Ukrainian population centres.,@finn_harvor nothing in your timeline that resembles an acknowledgement of the impending mass civilian death that will inevitable result of russian sieges of ukrainian population centres.,@finn_harvor nothing in your timeline that resembles an acknowledgement of the impending mass civilian death that will inevitable result of russian sieges of ukrainian population centres.,@finn_harvor nothing in your timeline that resembles an acknowledgement of the impending mass civilian death that will inevitable result of russian sieges of ukrainian population centres.,@finn_harvor nothing in your timeline that resembles an acknowledgement of the impending mass civilian death that will inevitable result of russian sieges of ukrainian population centres.,_harvor nothing in your timeline that resembles an acknowledgement of the impending mass civilian death that will inevitable result of russian sieges of ukrainian population centres., harvor nothing in your timeline that resembles an acknowledgement of the impending mass civilian death that will inevitable result of russian sieges of ukrainian population centres ,harvor nothing your timeline that resembles acknowledgement impending mass civilian death that will inevitable result russian sieges ukrainian population centres,harvor nothing timeline resembles acknowledgement impending mass civilian death inevitable result russian sieges ukrainian population centres,"['harvor', 'nothing', 'timeline', 'resembles', 'acknowledgement', 'impending', 'mass', 'civilian', 'death', 'inevitable', 'result', 'russian', 'sieges', 'ukrainian', 'population', 'centres']",harvor nothing timeline resemble acknowledgement impend mass civilian death inevitable result russian siege ukrainian population centre,harvor nothing timeline resemble acknowledgement impend mass civilian death inevitable result russian siege ukrainian population centre,harvor nothing timeline resemble acknowledgement impend mass civilian death inevitable result russian siege ukrainian population centre
73,Nim-Ai Sinha,"@RobertaStaley @nypost Ohhh... it's more than way too much from Putin...every single innocently life is being crushed by Putin's military here!
Every russian soldier is violating extreme human rights and committing wat crimes to represent Putin ! 
STOP WAR BRING PEACE !","@robertastaley @nypost ohhh... it's more than way too much from putin...every single innocently life is being crushed by putin's military here!
every russian soldier is violating extreme human rights and committing wat crimes to represent putin ! 
stop war bring peace !",@robertastaley @nypost ohhh... it's more than way too much from putin...every single innocently life is being crushed by putin's military here! every russian soldier is violating extreme human rights and committing wat crimes to represent putin ! stop war bring peace !,@robertastaley @nypost ohhh... it's more than way too much from putin...every single innocently life is being crushed by putin's military here! every russian soldier is violating extreme human rights and committing wat crimes to represent putin ! stop war bring peace !,@robertastaley @nypost ohhh... it's more than way too much from putin...every single innocently life is being crushed by putin's military here! every russian soldier is violating extreme human rights and committing wat crimes to represent putin ! stop war bring peace !,  ohhh... it's more than way too much from putin...every single innocently life is being crushed by putin's military here! every russian soldier is violating extreme human rights and committing wat crimes to represent putin ! stop war bring peace !,  ohhh    it s more than way too much from putin   every single innocently life is being crushed by putin s military here  every russian soldier is violating extreme human rights and committing wat crimes to represent putin   stop war bring peace  ,ohhh more than much from putin every single innocently life being crushed putin military here every russian soldier violating extreme human rights committing crimes represent putin stop bring peace,ohhh much putin every single innocently life crushed putin military every russian soldier violating extreme human rights committing crimes represent putin stop bring peace,"['ohhh', 'much', 'putin', 'every', 'single', 'innocently', 'life', 'crushed', 'putin', 'military', 'every', 'russian', 'soldier', 'violating', 'extreme', 'human', 'rights', 'committing', 'crimes', 'represent', 'putin', 'stop', 'bring', 'peace']",ohhh much putin every single innocently life crush putin military every russian soldier violate extreme human right commit crime represent putin stop bring peace,ohhh much putin every single innocently life crush military russian soldier violate extreme human right commit crime represent stop bring peace,ohhh much putin every single innocently life crush military russian soldier violate extreme human right commit crime represent stop bring peace
74,Ed Pardines,"RT @BaddCompani: This is really an amazing story and one to Highly pay attention to.

Putin has tried to assassinate Zelensky 3 times

all…","rt @baddcompani: this is really an amazing story and one to highly pay attention to.

putin has tried to assassinate zelensky 3 times

all…",rt @baddcompani: this is really an amazing story and one to highly pay attention to. putin has tried to assassinate zelensky 3 times all…,rt @baddcompani: this is really an amazing story and one to highly pay attention to. putin has tried to assassinate zelensky 3 times all…,rt @baddcompani: this is really an amazing story and one to highly pay attention to. putin has tried to assassinate zelensky 3 times all…,rt : this is really an amazing story and one to highly pay attention to. putin has tried to assassinate zelensky 3 times all…,rt   this is really an amazing story and one to highly pay attention to  putin has tried to assassinate zelensky   times all ,this really amazing story highly attention putin tried assassinate zelensky times,really amazing story highly attention putin tried assassinate zelensky times,"['really', 'amazing', 'story', 'highly', 'attention', 'putin', 'tried', 'assassinate', 'zelensky', 'times']",really amaze story highly attention putin try assassinate zelensky time,really amaze story highly attention putin try assassinate zelensky time,really amaze story highly attention putin try assassinate zelensky time
75,kristenl325,"RT @elonmusk: Obviously, this would negatively affect Tesla, but sustainable energy solutions simply cannot react instantaneously to make u…","rt @elonmusk: obviously, this would negatively affect tesla, but sustainable energy solutions simply cannot react instantaneously to make u…","rt @elonmusk: obviously, this would negatively affect tesla, but sustainable energy solutions simply cannot react instantaneously to make u…","rt @elonmusk: obviously, this would negatively affect tesla, but sustainable energy solutions simply cannot react instantaneously to make u…","rt @elonmusk: obviously, this would negatively affect tesla, but sustainable energy solutions simply cannot react instantaneously to make u…","rt : obviously, this would negatively affect tesla, but sustainable energy solutions simply cannot react instantaneously to make u…",rt   obviously  this would negatively affect tesla  but sustainable energy solutions simply cannot react instantaneously to make u ,obviously this would negatively affect tesla sustainable energy solutions simply cannot react instantaneously make,obviously would negatively affect tesla sustainable energy solutions simply cannot react instantaneously make,"['obviously', 'would', 'negatively', 'affect', 'tesla', 'sustainable', 'energy', 'solutions', 'simply', 'can', 'not', 'react', 'instantaneously', 'make']",obviously would negatively affect tesla sustainable energy solution simply can not react instantaneously make,obviously would negatively affect tesla sustainable energy solution simply can not react instantaneously make,obviously would negatively affect tesla sustainable energy solution simply can not react instantaneously make
76,Becky,"RT @KATVNews: In a bitter and emotional speech, Ukraine President Volodymyr Zelenskyy criticized NATO for refusing to impose a no-fly zone…","rt @katvnews: in a bitter and emotional speech, ukraine president volodymyr zelenskyy criticized nato for refusing to impose a no-fly zone…","rt @katvnews: in a bitter and emotional speech, ukraine president volodymyr zelenskyy criticized nato for refusing to impose a no-fly zone…","rt @katvnews: in a bitter and emotional speech, ukraine president volodymyr zelenskyy criticized nato for refusing to impose a no-fly zone…","rt @katvnews: in a bitter and emotional speech, ukraine president volodymyr zelenskyy criticized nato for refusing to impose a no-fly zone…","rt : in a bitter and emotional speech, ukraine president volodymyr zelenskyy criticized nato for refusing to impose a no-fly zone…",rt   in a bitter and emotional speech  ukraine president volodymyr zelenskyy criticized nato for refusing to impose a no fly zone ,bitter emotional speech ukraine president volodymyr zelenskyy criticized nato refusing impose zone,bitter emotional speech ukraine president volodymyr zelenskyy criticized nato refusing impose zone,"['bitter', 'emotional', 'speech', 'ukraine', 'president', 'volodymyr', 'zelenskyy', 'criticized', 'nato', 'refusing', 'impose', 'zone']",bitter emotional speech ukraine president volodymyr zelenskyy criticize nato refuse impose zone,bitter emotional speech ukraine president volodymyr zelenskyy criticize nato refuse impose zone,bitter emotional speech ukraine president volodymyr zelenskyy criticize nato refuse impose zone
77,🏴Rewarp🚩,RT @PopularFront_: #Ukraine: The Ukrainian military has began to release instructional diagrams for territorial defense units on social med…,rt @popularfront_: #ukraine: the ukrainian military has began to release instructional diagrams for territorial defense units on social med…,rt @popularfront_: #ukraine: the ukrainian military has began to release instructional diagrams for territorial defense units on social med…,rt @popularfront_: #ukraine: the ukrainian military has began to release instructional diagrams for territorial defense units on social med…,rt @popularfront_: #ukraine: the ukrainian military has began to release instructional diagrams for territorial defense units on social med…,rt _: #ukraine: the ukrainian military has began to release instructional diagrams for territorial defense units on social med…,rt     ukraine  the ukrainian military has began to release instructional diagrams for territorial defense units on social med ,ukraine ukrainian military began release instructional diagrams territorial defense units social,ukraine ukrainian military began release instructional diagrams territorial defense units social,"['ukraine', 'ukrainian', 'military', 'began', 'release', 'instructional', 'diagrams', 'territorial', 'defense', 'units', 'social']",ukraine ukrainian military begin release instructional diagram territorial defense unit social,ukraine ukrainian military begin release instructional diagram territorial defense unit social,ukraine ukrainian military begin release instructional diagram territorial defense unit social
78,Paul Marr,"RT @juliaioffe: A friend, a Russian journalist, just wrote to say he safely crossed into Estonia last night—on foot. With his dog.","rt @juliaioffe: a friend, a russian journalist, just wrote to say he safely crossed into estonia last night—on foot. with his dog.","rt @juliaioffe: a friend, a russian journalist, just wrote to say he safely crossed into estonia last night—on foot. with his dog.","rt @juliaioffe: a friend, a russian journalist, just wrote to say he safely crossed into estonia last night—on foot. with his dog.","rt @juliaioffe: a friend, a russian journalist, just wrote to say he safely crossed into estonia last night—on foot. with his dog.","rt : a friend, a russian journalist, just wrote to say he safely crossed into estonia last night—on foot. with his dog.",rt   a friend  a russian journalist  just wrote to say he safely crossed into estonia last night on foot  with his dog ,friend russian journalist just wrote safely crossed into estonia last night foot with,friend russian journalist wrote safely crossed estonia last night foot,"['friend', 'russian', 'journalist', 'wrote', 'safely', 'crossed', 'estonia', 'last', 'night', 'foot']",friend russian journalist write safely cross estonia last night foot,friend russian journalist write safely cross estonia last night foot,friend russian journalist write safely cross estonia last night foot
79,Göktürk Ögeday Han,RT @mjluxmoore: Looks like the whole of Novopskov in eastern Ukraine has come out to tell the bedraggled Russian soldiers occupying the tow…,rt @mjluxmoore: looks like the whole of novopskov in eastern ukraine has come out to tell the bedraggled russian soldiers occupying the tow…,rt @mjluxmoore: looks like the whole of novopskov in eastern ukraine has come out to tell the bedraggled russian soldiers occupying the tow…,rt @mjluxmoore: looks like the whole of novopskov in eastern ukraine has come out to tell the bedraggled russian soldiers occupying the tow…,rt @mjluxmoore: looks like the whole of novopskov in eastern ukraine has come out to tell the bedraggled russian soldiers occupying the tow…,rt : looks like the whole of novopskov in eastern ukraine has come out to tell the bedraggled russian soldiers occupying the tow…,rt   looks like the whole of novopskov in eastern ukraine has come out to tell the bedraggled russian soldiers occupying the tow ,looks like whole novopskov eastern ukraine come tell bedraggled russian soldiers occupying,looks like whole novopskov eastern ukraine come tell bedraggled russian soldiers occupying,"['looks', 'like', 'whole', 'novopskov', 'eastern', 'ukraine', 'come', 'tell', 'bedraggled', 'russian', 'soldiers', 'occupying']",look like whole novopskov eastern ukraine come tell bedraggle russian soldier occupy,look like whole novopskov eastern ukraine come tell bedraggle russian soldier occupy,look like whole novopskov eastern ukraine come tell bedraggle russian soldier occupy
80,🚛🚛CryptoFreedom1776🚛🚛,"RT @elonmusk: Obviously, this would negatively affect Tesla, but sustainable energy solutions simply cannot react instantaneously to make u…","rt @elonmusk: obviously, this would negatively affect tesla, but sustainable energy solutions simply cannot react instantaneously to make u…","rt @elonmusk: obviously, this would negatively affect tesla, but sustainable energy solutions simply cannot react instantaneously to make u…","rt @elonmusk: obviously, this would negatively affect tesla, but sustainable energy solutions simply cannot react instantaneously to make u…","rt @elonmusk: obviously, this would negatively affect tesla, but sustainable energy solutions simply cannot react instantaneously to make u…","rt : obviously, this would negatively affect tesla, but sustainable energy solutions simply cannot react instantaneously to make u…",rt   obviously  this would negatively affect tesla  but sustainable energy solutions simply cannot react instantaneously to make u ,obviously this would negatively affect tesla sustainable energy solutions simply cannot react instantaneously make,obviously would negatively affect tesla sustainable energy solutions simply cannot react instantaneously make,"['obviously', 'would', 'negatively', 'affect', 'tesla', 'sustainable', 'energy', 'solutions', 'simply', 'can', 'not', 'react', 'instantaneously', 'make']",obviously would negatively affect tesla sustainable energy solution simply can not react instantaneously make,obviously would negatively affect tesla sustainable energy solution simply can not react instantaneously make,obviously would negatively affect tesla sustainable energy solution simply can not react instantaneously make
81,Hackdeepwep,"RT @OpsAn0n: Communicate: The #Anonymous ATW-linked group managed to breach and leak the database of Gazprom, a majority Russian state-owne…","rt @opsan0n: communicate: the #anonymous atw-linked group managed to breach and leak the database of gazprom, a majority russian state-owne…","rt @opsan0n: communicate: the #anonymous atw-linked group managed to breach and leak the database of gazprom, a majority russian state-owne…","rt @opsan0n: communicate: the #anonymous atw-linked group managed to breach and leak the database of gazprom, a majority russian state-owne…","rt @opsan0n: communicate: the #anonymous atw-linked group managed to breach and leak the database of gazprom, a majority russian state-owne…","rt : communicate: the #anonymous atw-linked group managed to breach and leak the database of gazprom, a majority russian state-owne…",rt   communicate  the  anonymous atw linked group managed to breach and leak the database of gazprom  a majority russian state owne ,communicate anonymous linked group managed breach leak database gazprom majority russian state owne,communicate anonymous linked group managed breach leak database gazprom majority russian state owne,"['communicate', 'anonymous', 'linked', 'group', 'managed', 'breach', 'leak', 'database', 'gazprom', 'majority', 'russian', 'state', 'owne']",communicate anonymous link group manage breach leak database gazprom majority russian state owne,communicate anonymous link group manage breach leak database gazprom majority russian state owne,communicate anonymous link group manage breach leak database gazprom majority russian state owne
82,🌻THEE Stephanie Noel Kirlin³³º¹🛹💛🥁🗽#DemCast,RT @AVindman: The defeatism is astounding… and consistent. These same conclusions were forecasted 10 days ago. I judge Kyiv will stand. The…,rt @avindman: the defeatism is astounding… and consistent. these same conclusions were forecasted 10 days ago. i judge kyiv will stand. the…,rt @avindman: the defeatism is astounding… and consistent. these same conclusions were forecasted 10 days ago. i judge kyiv will stand. the…,rt @avindman: the defeatism is astounding… and consistent. these same conclusions were forecasted 10 days ago. i judge kyiv will stand. the…,rt @avindman: the defeatism is astounding… and consistent. these same conclusions were forecasted 10 days ago. i judge kyiv will stand. the…,rt : the defeatism is astounding… and consistent. these same conclusions were forecasted 10 days ago. i judge kyiv will stand. the…,rt   the defeatism is astounding  and consistent  these same conclusions were forecasted    days ago  i judge kyiv will stand  the ,defeatism astounding consistent these same conclusions were forecasted days judge kyiv will stand,defeatism astounding consistent conclusions forecasted days judge kyiv stand,"['defeatism', 'astounding', 'consistent', 'conclusions', 'forecasted', 'days', 'judge', 'kyiv', 'stand']",defeatism astound consistent conclusion forecast day judge kyiv stand,defeatism astound consistent conclusion forecast day judge kyiv stand,defeatism astound consistent conclusion forecast day judge kyiv stand
83,Scott Neily 🇨🇦,"RT @DrRadchenko: The Russian Duma has just adopted a new law, promising three years in prison for calls for sanctions against Russia. 

In…","rt @drradchenko: the russian duma has just adopted a new law, promising three years in prison for calls for sanctions against russia. 

in…","rt @drradchenko: the russian duma has just adopted a new law, promising three years in prison for calls for sanctions against russia. in…","rt @drradchenko: the russian duma has just adopted a new law, promising three years in prison for calls for sanctions against russia. in…","rt @drradchenko: the russian duma has just adopted a new law, promising three years in prison for calls for sanctions against russia. in…","rt : the russian duma has just adopted a new law, promising three years in prison for calls for sanctions against russia. in…",rt   the russian duma has just adopted a new law  promising three years in prison for calls for sanctions against russia  in ,russian duma just adopted promising three years prison calls sanctions against russia,russian duma adopted promising three years prison calls sanctions russia,"['russian', 'duma', 'adopted', 'promising', 'three', 'years', 'prison', 'calls', 'sanctions', 'russia']",russian duma adopt promise three year prison call sanction russia,russian duma adopt promise three year prison call sanction russia,russian duma adopt promise three year prison call sanction russia
84,Anni H.✏️✨🌈,don't see this talked about anymore but i remember from news this past year that people in the cities that Putin annexed recently - people were somehow forced to either accept russian nationality/passport or lose citizenship/rights.  have to find any article about this,don't see this talked about anymore but i remember from news this past year that people in the cities that putin annexed recently - people were somehow forced to either accept russian nationality/passport or lose citizenship/rights.  have to find any article about this,don't see this talked about anymore but i remember from news this past year that people in the cities that putin annexed recently - people were somehow forced to either accept russian nationality/passport or lose citizenship/rights. have to find any article about this,don't see this talked about anymore but i remember from news this past year that people in the cities that putin annexed recently - people were somehow forced to either accept russian nationality/passport or lose citizenship/rights. have to find any article about this,don't see this talked about anymore but i remember from news this past year that people in the cities that putin annexed recently - people were somehow forced to either accept russian nationality/passport or lose citizenship/rights. have to find any article about this,don't see this talked about anymore but i remember from news this past year that people in the cities that putin annexed recently - people were somehow forced to either accept russian nationality/passport or lose citizenship/rights. have to find any article about this,don t see this talked about anymore but i remember from news this past year that people in the cities that putin annexed recently   people were somehow forced to either accept russian nationality passport or lose citizenship rights  have to find any article about this,this talked about anymore remember from news this past year that people cities that putin annexed recently people were somehow forced either accept russian nationality passport lose citizenship rights have find article about this,talked anymore remember news past year people cities putin annexed recently people somehow forced either accept russian nationality passport lose citizenship rights find article,"['talked', 'anymore', 'remember', 'news', 'past', 'year', 'people', 'cities', 'putin', 'annexed', 'recently', 'people', 'somehow', 'forced', 'either', 'accept', 'russian', 'nationality', 'passport', 'lose', 'citizenship', 'rights', 'find', 'article']",talk anymore remember news past year people city putin annex recently people somehow force either accept russian nationality passport lose citizenship right find article,talk anymore remember news past year people city putin annex recently somehow force either accept russian nationality passport lose citizenship right find article,talk anymore remember news past year people city putin annex recently somehow force either accept russian nationality passport lose citizenship right find article
85,Marcelo Padila #RECHAZO,RT @AVindman: The defeatism is astounding… and consistent. These same conclusions were forecasted 10 days ago. I judge Kyiv will stand. The…,rt @avindman: the defeatism is astounding… and consistent. these same conclusions were forecasted 10 days ago. i judge kyiv will stand. the…,rt @avindman: the defeatism is astounding… and consistent. these same conclusions were forecasted 10 days ago. i judge kyiv will stand. the…,rt @avindman: the defeatism is astounding… and consistent. these same conclusions were forecasted 10 days ago. i judge kyiv will stand. the…,rt @avindman: the defeatism is astounding… and consistent. these same conclusions were forecasted 10 days ago. i judge kyiv will stand. the…,rt : the defeatism is astounding… and consistent. these same conclusions were forecasted 10 days ago. i judge kyiv will stand. the…,rt   the defeatism is astounding  and consistent  these same conclusions were forecasted    days ago  i judge kyiv will stand  the ,defeatism astounding consistent these same conclusions were forecasted days judge kyiv will stand,defeatism astounding consistent conclusions forecasted days judge kyiv stand,"['defeatism', 'astounding', 'consistent', 'conclusions', 'forecasted', 'days', 'judge', 'kyiv', 'stand']",defeatism astound consistent conclusion forecast day judge kyiv stand,defeatism astound consistent conclusion forecast day judge kyiv stand,defeatism astound consistent conclusion forecast day judge kyiv stand
86,Ronald Heine,RT @LJH___________: Has any Journalist asked Barr about Barr’s Endless List of Corruption? A Russian Laundry list. Trump and Republicans ar…,rt @ljh___________: has any journalist asked barr about barr’s endless list of corruption? a russian laundry list. trump and republicans ar…,rt @ljh___________: has any journalist asked barr about barr’s endless list of corruption? a russian laundry list. trump and republicans ar…,rt @ljh___________: has any journalist asked barr about barr’s endless list of corruption? a russian laundry list. trump and republicans ar…,rt @ljh___________: has any journalist asked barr about barr’s endless list of corruption? a russian laundry list. trump and republicans ar…,rt ___________: has any journalist asked barr about barr’s endless list of corruption? a russian laundry list. trump and republicans ar…,rt              has any journalist asked barr about barr s endless list of corruption  a russian laundry list  trump and republicans ar ,journalist asked barr about barr endless list corruption russian laundry list trump republicans,journalist asked barr barr endless list corruption russian laundry list trump republicans,"['journalist', 'asked', 'barr', 'barr', 'endless', 'list', 'corruption', 'russian', 'laundry', 'list', 'trump', 'republicans']",journalist ask barr barr endless list corruption russian laundry list trump republican,journalist ask barr endless list corruption russian laundry trump republican,journalist ask barr endless list corruption russian laundry trump republican
87,𝐓𝐞𝐱𝐭𝐨𝐬 𝐌𝐎𝐎𝐍,@tradergrl @horny_antifa @dntorres00 @BBCWorld but yeah ...the west is corrupt ...basically...or soft ...weak in spirit ...obv i don't think a russian really believes this at their core ..its more like a passing thought ...that hovers sometimes,@tradergrl @horny_antifa @dntorres00 @bbcworld but yeah ...the west is corrupt ...basically...or soft ...weak in spirit ...obv i don't think a russian really believes this at their core ..its more like a passing thought ...that hovers sometimes,@tradergrl @horny_antifa @dntorres00 @bbcworld but yeah ...the west is corrupt ...basically...or soft ...weak in spirit ...obv i don't think a russian really believes this at their core ..its more like a passing thought ...that hovers sometimes,@tradergrl @horny_antifa @dntorres00 @bbcworld but yeah ...the west is corrupt ...basically...or soft ...weak in spirit ...obv i don't think a russian really believes this at their core ..its more like a passing thought ...that hovers sometimes,@tradergrl @horny_antifa @dntorres00 @bbcworld but yeah ...the west is corrupt ...basically...or soft ...weak in spirit ...obv i don't think a russian really believes this at their core ..its more like a passing thought ...that hovers sometimes, _antifa   but yeah ...the west is corrupt ...basically...or soft ...weak in spirit ...obv i don't think a russian really believes this at their core ..its more like a passing thought ...that hovers sometimes,  antifa   but yeah    the west is corrupt    basically   or soft    weak in spirit    obv i don t think a russian really believes this at their core   its more like a passing thought    that hovers sometimes,antifa yeah west corrupt basically soft weak spirit think russian really believes this their core more like passing thought that hovers sometimes,antifa yeah west corrupt basically soft weak spirit think russian really believes core like passing thought hovers sometimes,"['antifa', 'yeah', 'west', 'corrupt', 'basically', 'soft', 'weak', 'spirit', 'think', 'russian', 'really', 'believes', 'core', 'like', 'passing', 'thought', 'hovers', 'sometimes']",antifa yeah west corrupt basically soft weak spirit think russian really belief core like pass think hover sometimes,antifa yeah west corrupt basically soft weak spirit think russian really belief core like pass hover sometimes,antifa yeah west corrupt basically soft weak spirit think russian really belief core like pass hover sometimes
88,Kevin Hanley 🇺🇦,@tradergrl @horny_antifa @dntorres00 @BBCWorld but yeah ...the west is corrupt ...basically...or soft ...weak in spirit ...obv i don't think a russian really believes this at their core ..its more like a passing thought ...that hovers sometimes,@tradergrl @horny_antifa @dntorres00 @bbcworld but yeah ...the west is corrupt ...basically...or soft ...weak in spirit ...obv i don't think a russian really believes this at their core ..its more like a passing thought ...that hovers sometimes,@tradergrl @horny_antifa @dntorres00 @bbcworld but yeah ...the west is corrupt ...basically...or soft ...weak in spirit ...obv i don't think a russian really believes this at their core ..its more like a passing thought ...that hovers sometimes,@tradergrl @horny_antifa @dntorres00 @bbcworld but yeah ...the west is corrupt ...basically...or soft ...weak in spirit ...obv i don't think a russian really believes this at their core ..its more like a passing thought ...that hovers sometimes,@tradergrl @horny_antifa @dntorres00 @bbcworld but yeah ...the west is corrupt ...basically...or soft ...weak in spirit ...obv i don't think a russian really believes this at their core ..its more like a passing thought ...that hovers sometimes, _antifa   but yeah ...the west is corrupt ...basically...or soft ...weak in spirit ...obv i don't think a russian really believes this at their core ..its more like a passing thought ...that hovers sometimes,  antifa   but yeah    the west is corrupt    basically   or soft    weak in spirit    obv i don t think a russian really believes this at their core   its more like a passing thought    that hovers sometimes,antifa yeah west corrupt basically soft weak spirit think russian really believes this their core more like passing thought that hovers sometimes,antifa yeah west corrupt basically soft weak spirit think russian really believes core like passing thought hovers sometimes,"['antifa', 'yeah', 'west', 'corrupt', 'basically', 'soft', 'weak', 'spirit', 'think', 'russian', 'really', 'believes', 'core', 'like', 'passing', 'thought', 'hovers', 'sometimes']",antifa yeah west corrupt basically soft weak spirit think russian really belief core like pass think hover sometimes,antifa yeah west corrupt basically soft weak spirit think russian really belief core like pass hover sometimes,antifa yeah west corrupt basically soft weak spirit think russian really belief core like pass hover sometimes
89,LEE Yoonbae,"RT @elonmusk: Obviously, this would negatively affect Tesla, but sustainable energy solutions simply cannot react instantaneously to make u…","rt @elonmusk: obviously, this would negatively affect tesla, but sustainable energy solutions simply cannot react instantaneously to make u…","rt @elonmusk: obviously, this would negatively affect tesla, but sustainable energy solutions simply cannot react instantaneously to make u…","rt @elonmusk: obviously, this would negatively affect tesla, but sustainable energy solutions simply cannot react instantaneously to make u…","rt @elonmusk: obviously, this would negatively affect tesla, but sustainable energy solutions simply cannot react instantaneously to make u…","rt : obviously, this would negatively affect tesla, but sustainable energy solutions simply cannot react instantaneously to make u…",rt   obviously  this would negatively affect tesla  but sustainable energy solutions simply cannot react instantaneously to make u ,obviously this would negatively affect tesla sustainable energy solutions simply cannot react instantaneously make,obviously would negatively affect tesla sustainable energy solutions simply cannot react instantaneously make,"['obviously', 'would', 'negatively', 'affect', 'tesla', 'sustainable', 'energy', 'solutions', 'simply', 'can', 'not', 'react', 'instantaneously', 'make']",obviously would negatively affect tesla sustainable energy solution simply can not react instantaneously make,obviously would negatively affect tesla sustainable energy solution simply can not react instantaneously make,obviously would negatively affect tesla sustainable energy solution simply can not react instantaneously make
90,Владимир,RT @McFaul: End all imports of Russian oil to the U.S. today. 3/,rt @mcfaul: end all imports of russian oil to the u.s. today. 3/,rt @mcfaul: end all imports of russian oil to the u.s. today. 3/,rt @mcfaul: end all imports of russian oil to the u.s. today. 3/,rt @mcfaul: end all imports of russian oil to the u.s. today. 3/,rt : end all imports of russian oil to the u.s. today. 3/,rt   end all imports of russian oil to the u s  today    ,imports russian today,imports russian today,"['imports', 'russian', 'today']",import russian today,import russian today,import russian today
91,Oksana Banudz,"@MichaelBennet Tonight the Russian aggressors occupied the largest in Europe Zaporizhzhya nuclear power plant. Remenber Chernobyl? We are fighting and standing to the death to prevent a terrible scenario for the whole world.  Please, close the sky over Ukraine!","@michaelbennet tonight the russian aggressors occupied the largest in europe zaporizhzhya nuclear power plant. remenber chernobyl? we are fighting and standing to the death to prevent a terrible scenario for the whole world.  please, close the sky over ukraine!","@michaelbennet tonight the russian aggressors occupied the largest in europe zaporizhzhya nuclear power plant. remenber chernobyl? we are fighting and standing to the death to prevent a terrible scenario for the whole world. please, close the sky over ukraine!","@michaelbennet tonight the russian aggressors occupied the largest in europe zaporizhzhya nuclear power plant. remenber chernobyl? we are fighting and standing to the death to prevent a terrible scenario for the whole world. please, close the sky over ukraine!","@michaelbennet tonight the russian aggressors occupied the largest in europe zaporizhzhya nuclear power plant. remenber chernobyl? we are fighting and standing to the death to prevent a terrible scenario for the whole world. please, close the sky over ukraine!"," tonight the russian aggressors occupied the largest in europe zaporizhzhya nuclear power plant. remenber chernobyl? we are fighting and standing to the death to prevent a terrible scenario for the whole world. please, close the sky over ukraine!", tonight the russian aggressors occupied the largest in europe zaporizhzhya nuclear power plant  remenber chernobyl  we are fighting and standing to the death to prevent a terrible scenario for the whole world  please  close the sky over ukraine ,tonight russian aggressors occupied largest europe zaporizhzhya nuclear power plant remenber chernobyl fighting standing death prevent terrible scenario whole world please close over ukraine,tonight russian aggressors occupied largest europe zaporizhzhya nuclear power plant remenber chernobyl fighting standing death prevent terrible scenario whole world please close ukraine,"['tonight', 'russian', 'aggressors', 'occupied', 'largest', 'europe', 'zaporizhzhya', 'nuclear', 'power', 'plant', 'remenber', 'chernobyl', 'fighting', 'standing', 'death', 'prevent', 'terrible', 'scenario', 'whole', 'world', 'please', 'close', 'ukraine']",tonight russian aggressor occupy large europe zaporizhzhya nuclear power plant remenber chernobyl fight stand death prevent terrible scenario whole world please close ukraine,tonight russian aggressor occupy large europe zaporizhzhya nuclear power plant remenber chernobyl fight stand death prevent terrible scenario whole world please close ukraine,tonight russian aggressor occupy large europe zaporizhzhya nuclear power plant remenber chernobyl fight stand death prevent terrible scenario whole world please close ukraine
92,Monika,"RT @NBCNews: With Russian President Putin’s army steadily advancing, members of Congress and U.S. national security officials are now discu…","rt @nbcnews: with russian president putin’s army steadily advancing, members of congress and u.s. national security officials are now discu…","rt @nbcnews: with russian president putin’s army steadily advancing, members of congress and u.s. national security officials are now discu…","rt @nbcnews: with russian president putin’s army steadily advancing, members of congress and u.s. national security officials are now discu…","rt @nbcnews: with russian president putin’s army steadily advancing, members of congress and u.s. national security officials are now discu…","rt : with russian president putin’s army steadily advancing, members of congress and u.s. national security officials are now discu…",rt   with russian president putin s army steadily advancing  members of congress and u s  national security officials are now discu ,with russian president putin army steadily advancing members congress national security officials discu,russian president putin army steadily advancing members congress national security officials discu,"['russian', 'president', 'putin', 'army', 'steadily', 'advancing', 'members', 'congress', 'national', 'security', 'officials', 'discu']",russian president putin army steadily advance member congress national security official discu,russian president putin army steadily advance member congress national security official discu,russian president putin army steadily advance member congress national security official discu
